name,wins,losses,draws,height_cm,weight_in_kg,reach_in_cm,stance,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,age
Asjabharan,7,6,0,167.64,61.23,167.64,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Paulo Santos,0,3,0,178.23432467873064,77.39582504970178,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Hakeem Dawodu,13,4,1,172.72,65.77,185.42,Orthodox,5.45,50.0,3.37,56.0,0.0,0.0,65.0,0.0,33
Cain Carrizosa,10,3,0,172.72,70.31,172.72,Orthodox,2.72,42.0,5.8,51.0,0.0,0.0,14.0,0.0,38
Dave Beneteau,6,5,1,187.96,113.4,187.96,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Terrell Brown,3,1,0,178.23432467873064,83.91,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Jimmy Quinlan,3,1,1,182.88,83.91,182.88,Orthodox,2.08,70.0,5.94,16.0,4.46,25.0,0.0,0.0,38
Valmir Lazaro,15,5,0,182.88,70.31,185.42,Orthodox,4.87,37.0,4.09,61.0,1.33,40.0,96.0,0.0,39
Jonathan Contrestano,6,0,0,178.23432467873064,70.31,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Nohelin Hernandez,9,4,0,177.8,61.23,180.34,Orthodox,1.32,34.0,2.63,52.0,0.71,50.0,37.0,0.0,31
Sirwan Kakai,12,5,0,165.1,61.23,165.1,Orthodox,3.57,41.0,4.63,62.0,4.0,42.0,83.0,0.0,35
Tae Hyun Lee,1,2,0,198.12,133.81,198.12,Orthodox,1.37,31.0,3.89,54.0,5.15,100.0,0.0,0.0,50
Ante Delija,17,3,0,193.04,111.13,193.04,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34
Frank Hamaker,1,0,0,178.23432467873064,77.39582504970178,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Jeff Terry,2,3,0,187.96,92.99,187.96,Orthodox,1.09,50.0,9.27,19.0,0.0,0.0,100.0,0.0,38
Sam Fulton,0,2,0,178.23432467873064,77.39582504970178,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Ido Pariente,13,6,0,172.72,70.31,172.72,Orthodox,0.0,0.0,2.86,45.0,0.0,0.0,0.0,0.0,38
Imani Lee,2,4,0,178.23432467873064,77.39582504970178,180.70495018353435,Orthodox,0.0,0.0,0.94,33.0,0.0,0.0,0.0,0.0,38
Herman Terrado,15,3,1,178.23432467873064,77.11,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Rico Altamirano,4,3,0,177.8,77.11,177.8,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Roman Bravo-Young,0,1,0,178.23432467873064,92.99,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Nick Urso,10,3,0,167.64,56.7,167.64,Southpaw,3.61,45.0,5.06,36.0,0.0,0.0,0.0,0.0,39
Motoki Miyazawa,7,3,0,180.34,76.2,180.34,Southpaw,1.23,28.0,3.91,61.0,0.0,0.0,0.0,0.0,38
Marquel Mederos,8,1,0,177.8,70.31,175.26,Orthodox,5.78,60.0,1.93,63.0,0.0,0.0,100.0,0.0,28
Cameron Rowston,8,2,0,178.23432467873064,83.91,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Batgerel Danaa,12,5,0,170.18,61.23,177.8,Orthodox,5.38,36.0,4.21,47.0,0.52,50.0,62.0,0.0,35
Daniel Weichel,39,9,0,177.8,65.77,177.8,Orthodox,5.71,42.0,4.05,61.0,0.84,50.0,83.0,0.0,38
Dylan Salvador,5,2,0,175.26,70.31,175.26,Southpaw,4.34,37.0,11.57,46.0,0.0,0.0,0.0,0.0,31
Juan Miranda,7,5,0,178.23432467873064,70.31,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Mehdi Baghdad,11,5,0,185.42,70.31,185.42,Orthodox,3.13,30.0,4.56,46.0,0.0,0.0,33.0,0.0,39
Sean Salmon,18,21,0,177.8,83.91,177.8,Southpaw,1.49,33.0,2.03,65.0,4.06,50.0,0.0,0.0,47
Jeremy Hamilton,9,2,0,178.23432467873064,83.91,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Bob Sapp,11,20,0,195.58,158.76,195.58,Orthodox,3.19,55.0,1.88,49.0,0.58,100.0,72.0,0.0,50
Aji Susilo,6,4,0,177.8,70.31,177.8,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Michelle Maher,1,2,0,178.23432467873064,65.77,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Ramiro Hernandez,19,9,0,175.26,61.23,175.26,Orthodox,2.72,28.0,5.51,64.0,0.0,0.0,0.0,0.0,38
David Velasquez,10,10,0,165.1,65.77,165.1,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Raquel Pa'aluhi,6,5,0,170.18,61.23,170.18,Orthodox,1.71,56.0,3.42,46.0,0.0,0.0,18.0,0.0,38
Yazmin Jauregui,10,1,0,160.02,52.16,162.56,Orthodox,6.26,41.0,4.87,54.0,0.0,0.0,100.0,0.0,26
Nate Quarry,12,4,0,182.88,83.91,182.88,Open Stance,4.96,44.0,2.8,66.0,0.25,33.0,60.0,0.0,53
Leonardo Morales,6,2,0,172.72,61.23,172.72,Southpaw,2.05,47.0,2.05,58.0,0.0,0.0,62.0,0.0,32
Mateo Vogel,8,3,0,172.72,65.77,180.34,Orthodox,4.47,46.0,2.87,65.0,1.0,16.0,0.0,0.0,29
Yamato Nishikawa,21,3,6,170.18,70.31,170.18,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22
Hiroko Yamanaka,13,3,0,180.34,61.23,180.34,Orthodox,2.1,26.0,3.54,63.0,0.0,0.0,100.0,0.0,38
Manolo Zecchini,11,4,0,172.72,65.77,172.72,Orthodox,2.34,21.0,6.75,46.0,0.0,0.0,0.0,0.0,28
Akihito Tanaka,2,2,0,178.23432467873064,77.39582504970178,180.70495018353435,Southpaw,0.19,50.0,2.05,38.0,5.59,66.0,0.0,0.0,38
Jin Bala,23,3,0,175.26,70.31,175.26,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Veta Arteaga,3,1,0,170.18,56.7,170.18,Orthodox,3.2,36.0,1.92,65.0,0.0,0.0,40.0,0.0,38
Alexander Shlemenko,56,9,0,180.34,83.91,180.34,Orthodox,4.36,60.0,1.71,63.0,0.0,0.0,0.0,0.0,38
Adriano Santos,0,1,0,178.23432467873064,77.39582504970178,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Brad Riddell,10,4,0,170.18,70.31,180.34,Orthodox,4.71,53.0,3.53,53.0,1.77,36.0,63.0,0.0,33
Carlos Huachin,10,5,1,162.56,61.23,170.18,Southpaw,2.1,21.0,4.8,50.0,0.0,0.0,66.0,0.0,28
Larry Parker,13,6,1,180.34,92.99,180.34,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
ChangHo Lee,9,1,0,172.72,61.23,175.26,Orthodox,4.3,69.0,1.03,47.0,4.3,35.0,25.0,0.0,30
Carlos Felipe,11,2,0,182.88,111.13,190.5,Orthodox,4.88,45.0,5.6,50.0,0.0,0.0,72.0,0.0,30
Rodolfo Rubio Perez,10,16,1,165.1,65.77,165.1,Orthodox,1.13,36.0,1.0,62.0,2.0,33.0,33.0,0.0,38
Lucasz Sudolski,8,1,0,193.04,92.99,190.5,Orthodox,5.7,67.0,4.89,28.0,0.0,0.0,100.0,0.0,31
Melton Bowen,0,1,0,182.88,102.06,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55
Edson Drago,11,7,0,193.04,99.79,193.04,Orthodox,1.16,40.0,2.39,36.0,0.0,0.0,55.0,0.0,47
Jarjis Danho,7,1,1,190.5,120.2,187.96,Orthodox,3.38,50.0,5.25,49.0,0.51,16.0,100.0,0.0,41
Dave Herman,22,6,0,193.04,109.77,195.58,Orthodox,4.98,60.0,3.78,48.0,1.49,100.0,58.0,0.0,40
Bob Schrijber,20,17,1,182.88,108.86,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Dominic Waters,9,5,0,185.42,77.11,200.66,Orthodox,0.48,23.0,2.53,39.0,4.07,52.0,28.0,0.0,35
Derrick Burnsed,1,0,3,178.23432467873064,70.31,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Josh Diekmann,15,8,0,162.56,111.58,162.56,Orthodox,0.28,5.0,8.17,25.0,0.0,0.0,0.0,0.0,38
Yasuhiro Urushitani,21,8,6,165.1,56.7,165.1,Southpaw,3.47,39.0,4.71,65.0,0.0,0.0,80.0,0.0,48
Danny Barlow,7,0,0,187.96,77.11,200.66,Southpaw,12.15,57.0,5.32,61.0,0.0,0.0,0.0,0.0,29
Bentley Syler,5,1,0,162.56,56.7,162.56,Orthodox,1.3,18.0,1.73,79.0,0.0,0.0,75.0,0.0,42
Mario Miranda,14,7,0,190.5,83.91,187.96,Orthodox,1.96,54.0,2.46,36.0,1.02,60.0,54.0,0.0,45
Valesca Machado,8,3,0,162.56,52.16,160.02,Orthodox,2.4,32.0,2.87,64.0,0.0,0.0,76.0,0.0,28
Bibulatov Magomed,14,2,0,165.1,56.7,165.1,Orthodox,3.6,51.0,1.83,52.0,2.85,40.0,75.0,0.0,36
Jason Saggo,12,4,0,180.34,70.31,180.34,Orthodox,2.5,39.0,2.94,52.0,2.33,40.0,23.0,0.0,39
Seth Kleinbeck,8,4,0,187.96,83.91,187.96,Orthodox,2.55,33.0,2.42,40.0,0.98,25.0,90.0,0.0,38
Aiemann Zahabi,10,2,0,172.72,61.23,172.72,Orthodox,3.04,43.0,3.4,72.0,0.25,16.0,75.0,0.0,37
Yusuke Kasuya,9,3,0,170.18,70.31,170.18,Southpaw,2.17,44.0,4.34,48.0,1.36,33.0,0.0,0.0,35
Ashe Bowman,9,11,0,175.26,70.31,175.26,Orthodox,2.43,42.0,4.86,57.0,0.0,0.0,0.0,0.0,38
Yoshiaki Yatsu,0,2,0,185.42,74.84,185.42,Orthodox,0.0,0.0,5.57,48.0,0.0,0.0,0.0,0.0,68
Steve Vigneault,12,6,0,177.8,83.91,177.8,Orthodox,2.19,28.0,5.75,44.0,0.0,0.0,100.0,0.0,47
Cody Sons,3,7,0,175.26,92.99,175.26,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Melchor Manibusan,2,4,0,165.1,69.85,165.1,Southpaw,1.58,54.0,5.79,15.0,0.0,0.0,0.0,0.0,48
Hugh Pulley,6,3,0,182.88,70.31,182.88,Orthodox,4.47,63.0,3.27,57.0,4.0,66.0,69.0,0.0,38
Nicolae Negumereanu,13,2,0,182.88,92.99,198.12,Orthodox,3.58,41.0,5.56,39.0,1.02,28.0,62.0,0.0,30
Yusaku Nakamura,14,4,1,165.1,65.77,165.1,Orthodox,1.72,45.0,3.67,55.0,0.0,0.0,83.0,0.0,38
Drew Brokenshire,16,6,0,178.23432467873064,77.39582504970178,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Remo Cardarelli,7,5,0,178.23432467873064,61.23,180.70495018353435,Orthodox,2.27,47.0,1.47,59.0,0.0,0.0,100.0,0.0,38
Rob McCullough,19,8,0,175.26,70.31,175.26,Orthodox,2.47,36.0,2.84,59.0,0.46,100.0,68.0,0.0,47
Juliana Lima,9,5,0,165.1,52.16,165.1,Orthodox,1.94,44.0,2.11,55.0,1.72,31.0,70.0,0.0,43
Azat Maksum,17,0,0,170.18,56.7,177.8,Southpaw,3.07,24.0,5.4,61.0,2.0,18.0,0.0,0.0,30
Carlos Zevallos,3,4,0,182.88,92.99,182.88,Orthodox,4.36,65.0,2.28,68.0,0.0,0.0,100.0,0.0,38
Tony Petarra,2,3,1,180.34,88.9,180.34,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
JJ Aldrich,13,6,0,165.1,56.7,170.18,Southpaw,4.05,46.0,4.53,60.0,0.71,25.0,66.0,0.0,32
Cole Escovedo,17,9,0,170.18,61.23,182.88,Orthodox,1.77,43.0,4.32,49.0,0.43,33.0,13.0,0.0,43
Riki Fukuda,24,9,0,182.88,83.91,185.42,Southpaw,4.24,43.0,3.71,64.0,2.17,43.0,70.0,0.0,44
Willamy Freire,26,6,0,172.72,70.31,172.72,Orthodox,1.53,37.0,0.93,62.0,0.5,100.0,73.0,0.0,37
Junye Gao,19,12,0,178.23432467873064,56.7,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
David Bielkheden,24,12,0,177.8,70.31,180.34,Orthodox,1.11,57.0,1.64,54.0,2.65,63.0,14.0,0.0,45
WonBin Ki,17,9,0,180.34,70.31,185.42,Orthodox,5.47,47.0,3.24,55.0,0.0,0.0,0.0,0.0,34
Kaitlin Young,7,9,1,175.26,61.23,175.26,Orthodox,2.83,26.0,6.33,51.0,2.5,100.0,0.0,0.0,39
Casey Huffman,3,1,0,190.5,83.91,190.5,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Bo Cantrell,10,10,0,187.96,106.59,187.96,Orthodox,3.16,16.0,12.63,0.0,0.0,0.0,0.0,0.0,56
Rico Farrington,7,3,0,193.04,77.11,200.66,Southpaw,6.33,41.0,7.2,51.0,0.0,0.0,20.0,0.0,35
Paul Jones,11,1,1,175.26,90.26,175.26,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61
Gabe Lemley,13,9,0,172.72,70.31,172.72,Orthodox,0.82,35.0,6.03,45.0,0.0,0.0,0.0,0.0,38
Yuri Vaulin,0,1,0,193.04,89.36,193.04,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Shane Howell,13,10,0,172.72,56.7,172.72,Orthodox,1.27,32.0,2.55,42.0,0.0,0.0,20.0,0.0,41
AJ Fonseca,5,4,0,162.56,65.77,162.56,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Donavon Frelow,6,3,0,170.18,61.23,170.18,Orthodox,2.4,27.0,3.2,52.0,1.0,100.0,26.0,0.0,40
Jason Tan,5,3,0,177.8,77.11,177.8,Orthodox,0.69,29.0,7.37,18.0,0.0,0.0,0.0,0.0,43
Joe Son,0,4,0,162.56,107.05,162.56,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54
Zach Rosol,3,2,0,178.23432467873064,110.22,180.70495018353435,Orthodox,0.0,0.0,14.21,25.0,0.0,0.0,0.0,0.0,38
Chris Liguori,15,10,0,175.26,83.91,175.26,Orthodox,0.29,33.0,1.44,0.0,0.0,0.0,50.0,0.0,38
Zelim Imadaev,8,3,0,182.88,77.11,193.04,Orthodox,2.91,36.0,4.35,43.0,0.38,50.0,60.0,0.0,30
Garrett Gross,11,7,0,175.26,70.31,175.26,Orthodox,2.39,45.0,1.67,46.0,0.0,0.0,52.0,0.0,36
Andreas Stahl,10,4,0,180.34,77.11,180.34,Orthodox,2.83,37.0,4.74,57.0,1.55,66.0,80.0,0.0,36
Jeremia Siregar,6,3,0,157.48,56.7,160.02,Orthodox,2.8,42.0,7.37,29.0,0.0,0.0,75.0,0.0,33
Joe Slick,16,5,3,182.88,90.26,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47
Chris Barnhizer,2,3,0,178.23432467873064,77.39582504970178,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Ross Pointon,6,17,0,172.72,77.11,172.72,Orthodox,2.62,23.0,2.77,58.0,1.19,100.0,0.0,0.0,45
Jonas Bilharinho,9,1,1,180.34,65.77,190.5,Switch,3.71,60.0,3.36,57.0,0.0,0.0,100.0,0.0,34
Andy Enz,10,4,0,190.5,83.91,198.12,Orthodox,3.51,23.0,5.32,57.0,0.0,0.0,58.0,0.0,33
Michael Knaap,18,22,3,187.96,99.79,187.96,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41
Theo Rlayang,5,1,0,170.18,65.77,165.1,Orthodox,5.93,48.0,8.4,40.0,2.0,40.0,0.0,0.0,30
Carl Malenko,6,4,0,180.34,90.72,180.34,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Chelsea Chandler,5,2,0,172.72,65.77,172.72,Southpaw,3.12,45.0,3.06,42.0,0.78,33.0,33.0,0.0,34
Alexander Crispim,8,6,0,178.23432467873064,65.77,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Chris Coggins,7,10,0,178.23432467873064,77.39582504970178,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Michel Quinones,8,3,0,177.8,70.31,185.42,Orthodox,2.91,29.0,5.98,48.0,0.0,0.0,36.0,0.0,40
Michal Martinek,7,1,0,187.96,104.33,187.96,Southpaw,2.45,53.0,4.29,51.0,0.0,0.0,0.0,0.0,34
Dion Staring,35,14,0,185.42,106.59,185.42,Orthodox,1.09,37.0,5.0,47.0,0.0,0.0,33.0,0.0,46
Chris Herrera,3,2,1,177.8,83.91,177.8,Orthodox,2.04,37.0,3.35,48.0,1.8,100.0,100.0,0.0,38
Kai Kara-France,24,11,0,162.56,56.7,175.26,Orthodox,4.57,39.0,3.24,65.0,0.63,33.0,88.0,0.0,31
Deshaun Johnson,6,9,0,178.23432467873064,75.75,180.70495018353435,Orthodox,2.27,41.0,6.67,43.0,0.0,0.0,0.0,0.0,38
Khomkrit Niimi,6,10,0,157.48,56.7,157.48,Orthodox,0.0,0.0,5.73,44.0,0.0,0.0,0.0,0.0,38
Booker DeRousse,6,5,0,187.96,92.99,187.96,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Nick Agallar,24,6,0,172.72,70.31,172.72,Orthodox,0.69,11.0,4.56,42.0,0.0,0.0,0.0,0.0,46
Tim Lajcik,7,6,1,185.42,102.06,185.42,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59
Osamu Tachihikari,0,4,0,195.58,136.08,195.58,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Kyle Bolt,8,4,0,187.96,83.91,187.96,Orthodox,7.27,52.0,7.27,45.0,0.0,0.0,0.0,0.0,38
Jess Bouscal,3,2,0,178.23432467873064,70.31,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Charalampos Grigoriou,8,3,0,170.18,61.23,170.18,Orthodox,13.0,65.0,4.0,63.0,0.0,0.0,0.0,0.0,32
Joey Armstrong,5,2,0,178.23432467873064,77.39582504970178,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Ozzy Diaz,7,2,0,193.04,83.91,200.66,Orthodox,1.65,32.0,3.91,44.0,0.0,0.0,0.0,0.0,34
Jordan Dowdy,4,3,0,178.23432467873064,77.11,180.70495018353435,Orthodox,2.11,44.0,2.63,50.0,0.0,0.0,0.0,0.0,38
Rafael Rios,4,2,0,178.23432467873064,68.04,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Jeremiah Riggs,7,8,0,182.88,83.91,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Ibragim Magomedov,22,8,1,182.88,113.4,182.88,Orthodox,0.26,4.0,3.86,42.0,0.0,0.0,0.0,0.0,38
Ben Wall,8,7,1,177.8,70.31,177.8,Orthodox,1.47,29.0,8.53,29.0,0.0,0.0,100.0,0.0,36
Te Edwards,6,3,0,172.72,70.31,182.88,Orthodox,1.5,41.0,4.15,44.0,0.72,100.0,44.0,0.0,34
Dos Caras Jr.,9,5,0,193.04,102.06,193.04,Orthodox,0.77,23.0,1.2,59.0,0.0,0.0,72.0,0.0,47
Kaiwen,12,5,0,175.26,65.77,182.88,Switch,4.57,54.0,3.65,57.0,0.0,0.0,90.0,0.0,29
Donovan Beard,7,2,0,187.96,83.91,198.12,Orthodox,0.0,0.0,5.77,28.0,0.0,0.0,0.0,0.0,35
Thaddeus Luster,0,1,0,190.5,95.25,190.5,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Jay Cucciniello,8,1,0,170.18,70.31,170.18,Orthodox,0.93,21.0,4.73,36.0,0.0,0.0,71.0,0.0,38
Simon Biyong,7,1,0,178.23432467873064,92.99,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Alexander Munoz,7,2,0,175.26,70.31,182.88,Switch,3.7,42.0,4.73,55.0,3.0,40.0,100.0,0.0,35
Nicdali Rivera-Calanoc,9,10,0,160.02,47.63,160.02,Orthodox,1.82,20.0,2.42,78.0,0.0,0.0,0.0,0.0,38
Stephanie Frausto,8,7,0,157.48,52.16,154.94,Orthodox,1.43,21.0,3.57,60.0,0.0,0.0,0.0,0.0,34
Rocky Long,21,37,1,178.23432467873064,65.77,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Chris Avila,5,4,0,177.8,65.77,177.8,Orthodox,2.37,30.0,4.17,48.0,0.0,0.0,46.0,0.0,32
Keenan Raymond,3,3,0,178.23432467873064,74.84,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Fabricio Guerreiro,21,5,0,177.8,65.77,177.8,Orthodox,1.87,31.0,2.2,67.0,2.0,50.0,0.0,0.0,38
Viktoriia Dudakova,8,0,0,165.1,52.16,170.18,Orthodox,3.14,52.0,2.45,50.0,2.45,41.0,50.0,0.0,26
Hiroyuki Abe,8,15,3,167.64,65.77,167.64,Orthodox,1.71,36.0,3.11,63.0,0.0,0.0,33.0,0.0,38
Alexandre Barros,22,11,0,175.26,77.11,175.26,Southpaw,0.98,40.0,4.05,36.0,1.84,50.0,100.0,0.0,48
Billy Miles,2,2,0,177.8,77.11,177.8,Orthodox,0.0,0.0,1.25,33.0,0.0,0.0,0.0,0.0,46
Frank Megallon,2,3,0,177.8,83.91,177.8,Southpaw,1.14,21.0,5.32,54.0,0.0,0.0,0.0,0.0,38
Shimon Smotritsky,8,2,0,187.96,77.11,187.96,Orthodox,3.52,34.0,8.67,56.0,3.52,33.0,50.0,0.0,24
Lukasz Sajewski,13,3,0,172.72,70.31,180.34,Orthodox,2.06,35.0,3.88,57.0,1.01,25.0,66.0,0.0,34
Pat Audinwood,11,2,1,182.88,70.31,182.88,Orthodox,1.17,12.0,4.31,41.0,0.8,50.0,0.0,0.0,38
Bobby Sanchez,10,35,0,170.18,70.31,170.18,Orthodox,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,38
Luis Gomez,4,1,0,170.18,65.77,172.72,Orthodox,1.57,33.0,4.03,55.0,4.48,50.0,33.0,0.0,30
Sean Wilson,36,29,0,172.72,65.77,172.72,Orthodox,1.01,31.0,5.88,62.0,0.0,0.0,0.0,0.0,38
Roman Kopylov,12,2,0,182.88,83.91,190.5,Southpaw,4.72,53.0,4.11,60.0,0.47,50.0,92.0,0.0,33
Marcin Wrzosek,12,4,0,175.26,70.31,175.26,Orthodox,3.47,43.0,4.07,43.0,3.0,25.0,33.0,0.0,38
Marlon Sims,3,4,0,178.23432467873064,77.11,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Kathryn Paprocki,3,2,0,160.02,52.16,160.02,Orthodox,1.0,23.0,4.27,43.0,0.0,0.0,0.0,0.0,31
Michael Page,12,0,0,187.96,77.11,187.96,Orthodox,4.53,76.0,0.45,77.0,3.4,100.0,100.0,0.0,38
Ramon Taveras,9,2,0,172.72,61.23,177.8,Southpaw,7.2,58.0,6.17,66.0,0.0,0.0,0.0,0.0,31
Carlo Pedersoli Jr.,11,3,0,180.34,77.11,190.5,Southpaw,4.17,37.0,4.12,61.0,2.91,44.0,0.0,0.0,31
Matt Dixon,9,1,0,177.8,77.11,190.5,Switch,1.97,43.0,4.56,37.0,3.06,30.0,0.0,0.0,29
Nursulton Ruziboev,35,8,2,195.58,83.91,193.04,Orthodox,4.68,66.0,2.34,40.0,11.69,100.0,0.0,0.0,31
Talita Nogueira,6,0,0,177.8,65.77,177.8,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Ketlen Souza,13,4,0,160.02,56.7,160.02,Orthodox,0.0,0.0,1.71,70.0,0.0,0.0,0.0,0.0,30
Isao Kobayashi,21,4,4,172.72,65.77,172.72,Orthodox,1.01,33.0,1.66,45.0,2.17,100.0,100.0,0.0,38
Dakota Bush,8,4,0,177.8,70.31,185.42,Orthodox,2.77,38.0,4.42,41.0,2.4,33.0,0.0,0.0,30
Steven Graham,2,1,0,185.42,131.54,185.42,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Mizuki,15,6,0,160.02,52.16,165.1,Orthodox,4.56,50.0,5.62,48.0,0.33,14.0,85.0,0.0,30
Justin McCully,11,5,2,185.42,102.06,185.42,Orthodox,1.58,37.0,2.02,46.0,1.28,44.0,43.0,0.0,49
Jose Alday,14,6,1,170.18,61.23,172.72,Orthodox,3.13,44.0,3.13,58.0,0.0,0.0,57.0,0.0,33
Gerard Gordeau,2,2,0,195.58,97.98,195.58,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
Josh Shockman,6,3,0,193.04,106.59,193.04,Southpaw,0.87,32.0,0.87,58.0,0.0,0.0,23.0,0.0,44
Rhys McKee,10,5,1,187.96,77.11,198.12,Orthodox,6.06,48.0,9.47,44.0,0.0,0.0,33.0,0.0,29
Carter Williams,4,5,0,185.42,120.2,185.42,Orthodox,1.55,36.0,2.32,58.0,2.9,33.0,100.0,0.0,38
Javy Ayala,10,5,0,185.42,120.2,185.42,Orthodox,0.83,25.0,5.0,33.0,0.0,0.0,0.0,0.0,38
Augusto Sakai,16,5,1,190.5,120.2,195.58,Orthodox,4.6,49.0,3.83,48.0,0.23,40.0,56.0,0.0,33
Jeff Cox,10,7,0,177.8,70.31,177.8,Orthodox,0.56,25.0,1.69,33.0,4.23,50.0,80.0,0.0,56
Jason Suttie,0,1,0,182.88,95.25,182.88,Orthodox,2.07,83.0,4.97,36.0,0.0,0.0,0.0,0.0,51
Collin Anglin,8,3,0,175.26,65.77,180.34,Orthodox,4.59,48.0,5.54,51.0,2.28,66.0,100.0,0.0,32
Denis Sobolev,4,7,0,190.5,97.98,190.5,Orthodox,0.0,0.0,5.45,33.0,0.0,0.0,0.0,0.0,38
Jin Oh Kim,0,4,0,175.26,92.99,175.26,Orthodox,5.06,25.0,8.43,50.0,0.0,0.0,66.0,0.0,38
Adli Edwards,4,1,0,178.23432467873064,65.77,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Joshua Wang-Kim,5,2,0,175.26,61.23,180.34,Switch,2.95,40.0,4.43,60.0,1.17,100.0,66.0,0.0,32
